date,tmin_c,tmax_c,tmean_c,rainfall_mm,Egg,N1,N2,N3,N4,N5,adult_females,adult_males,eggs_produced,newly_emerged_adults,newly_emerged_females,newly_emerged_males,cumulative_degree_days,total_population
2026-08-01,12.1,24.8,18.45,0.0,93.04011283374923,3.98091675210218,0.5247867099502672,0.030830082362218618,0.0026980149038436114,0.0002840739900849629,2.1305549256372216e-05,2.1305549256372216e-05,0.0,4.261109851274443e-05,2.1305549256372216e-05,2.1305549256372216e-05,3.4499999999999993,97.57967107815634
2026-08-02,13.4,25.6,19.5,1.8,85.9275455551377,7.892820479593989,1.7769148191707937,0.1446959858262844,0.015055274141086058,0.0018194659980775097,0.00015745924353373602,0.00015745924353373602,5.432610799032884e-06,0.00027291989971162643,0.00013645994985581321,0.00013645994985581321,7.949999999999999,95.759166498355
2026-08-03,11.8,23.5,17.65,0.0,80.17288124993286,8.729103415465561,2.3738930382855945,0.24892294089082181,0.03513475071896081,0.005199981922606043,0.0005451944975142569,0.0005451944975142569,2.3643805531281785e-05,0.0007799972883909065,0.00038999864419545324,0.00038999864419545324,10.599999999999998,91.56622576621145
2026-08-04,10.7,22.2,16.45,4.1,74.87649844926045,8.115350330697048,0.0,0.20866467129869043,0.04941798068543108,0.009492016972024883,0.001249258898707513,0.001249258898707513,4.479430577490872e-05,0.0014238025458037323,0.0007119012729018662,0.0007119012729018662,12.049999999999997,83.26192196671107
2026-08-05,12.3,24.1,18.200000000000003,0.0,69.74173677530337,9.062248832754282,1.1296548304337437,0.2394135624105323,0.06477515088333477,0.014648922338861734,0.0023299706630245474,0.0023299706630245474,0.0002265195937366196,0.00219733835082926,0.00109866917541463,0.00109866917541463,15.25,80.25713801545018
